款号,产品名称,小名,在库库存,采购在途
9SS2408073,假两件背心连衣裙,假两件背心连衣裙,97,0
ME13DF022,拼毛领羽绒服,斯拉夫,43,0
ME12DW020,套头卫衣,甜甜圈,117,0
ME15BW015,泰迪夹克短外套,泰迪夹克,53,0
9SS2410024,渐变圆领T恤,渐变圆领T恤,2,0
9SS2405065,中腰单褶9分裤,中腰单褶9分裤,45,0
ME07DW076,里外双穿半身裙,乌云套,60,0
9SS2407150,拼接度假半裙,拼接度假半裙,49,0
9SS2407036,国风半裙,国风半裙,21,0
9SS2417058,蕾丝拼接衬衫,蕾丝拼接衬衫,6,0
9SS2417111,蕾丝拼接度假衬衫,蕾丝拼接度假衬衫,10,0
9SS2409001,vintage中古香风撞边开衫,vintage中古香风撞边开衫,5,0
9AW2315049,短毛绒短大衣,短毛绒短大衣,33,0
ME05FC043,橡筋腰长裤,橡筋腰长裤,0,429
ME20DF005,圆领短款小香夹克,那不勒斯,31,0
ME16DF005,夹克外套,骑士皮衣,22,0
9SS2409131,和纸珠片背心,和纸珠片背心,40,0
ME15DW046,两面穿外套,乌云套,19,0
9SS2410043,司马克拼接醋酸短袖上衣,司马克拼接醋酸短袖上衣,1,0
9SS2415010,立领对襟长袖薄外套,立领对襟长袖薄外套,29,0
ME04FC002,抹胸上衣,维纳斯,49,0
MD19BW012,羊绒水波纹格子围巾,素色围巾,2,0
9SS2405155,连腰直筒醋酸裤,连腰直筒醋酸裤,15,0
ME07DV005,双省皮裙,双省皮裙,58,0
9SS2405065-1,中腰单褶9分裤（长）,中腰单褶9分裤（长）,4,0
9SS2407203,丝麻印花伞裙,留白,8,0
9AW2409055,绣花条纹针织套头衫,书呆子,41,0
ME09FV045,镂空条纹宽松针织背心,夹心可可,149,0
ME15BW072,金属皮袢羊羔毛绒外套,松露可可,34,0
9SS2417144,印花打揽上衣,留白,0,0
9SS2407107,蕾丝拼接衬衫半裙,蕾丝拼接衬衫半裙,57,0
9SS2478004,宽松牛仔外套(水洗产品),牛仔外套,7,0
ME34FC001,双翻领斜摆上衣,斜塔,49,0
9SS2408119,拼接挂脖度假连衣裙,拼接挂脖度假连衣裙,0,0
ME07FV028,小A套装半裙,巴黎左岸,93,0
ME20FV001,拼皮小香夹克外套,巴黎左岸,144,0
ME13DW031,毛领羽绒服,小欧包,31,0
ME15FV016,牛仔外套(水洗产品),蓝调诗人,129,0
9SS230527,三色瑜伽裤,三色瑜伽裤,2,0
ME05DC167,干丝七分法棍休闲裤,干丝七分法棍休闲裤,0,100
ME05DV083,格子直筒裤,格子直筒裤,228,0
ME15FV002,牛仔棒球服外套(水洗产品),巡航者,167,0
ME10DF033,u领散步套T恤,天秤座,61,0
MD09BW079,宽松落肩条纹polo衫,polo条纹,0,0
9SS2408163,u领连衣裙,花泡泡,9,0
9SS2406016,5分长骑行短裤,5分长骑行短裤,26,0
ME05DW065,双褶中裤,双褶中裤,71,0
ME05BW098,百搭长裤,天际线/M西装,157,0
9SS2409207,小香迷你格纹背心,小香迷你格纹背心,4,0
9AW2420029,小香系带外套,系带小香,3,0
9SS2406028,印花短裤——长,印花短裤——长,3,0
9SS2309037,针织V翻领套衫,针织V翻领套衫,42,0
ME06DW004,双褶短裤,天际线/M西装,48,0
MD07DC105,镂空珍珠针织半裙,约会套,24,0
9SS2409166,简约短袖针织T恤,简约短袖针织T恤,52,0
ME09DW119,海军领条纹针织衫,航海员,8,230
9SS2417161,抓皱衬衫,花泡泡,15,0
ME08DF007,钉珠无袖连衣裙,黑晶系列,1,0
9AW2409094,结子羊毛高领针织背心,小海螺,0,0
9SS2409011,拉链罗文领针织套衫,拉链罗文领针织套衫,24,0
MD09DC084,镂空珍珠针织套衫,约会套,117,0
ME07DF062,秋冬散步套 半裙,天秤座,78,0
ME17FV008,宽松牛仔衬衫(水洗产品),摩洛哥,45,0
MD01DW035,曼哈顿2.0,曼哈顿2.0,102,0
ME01DW022,大小领西装,天际线/M西装,201,0
9SS2406013,印花短裤,印花短裤,12,0
9SS2409054,一字领羊绒亚麻针织衫,一字领羊绒亚麻针织衫,16,0
9AW2320060,双贴袋圆弧小香外套,双贴袋圆弧小香外套,55,0
9SS2407201,抓皱半裙,花泡泡,2,0
9AW2405047,小香风直筒裤,小香风直筒裤,0,0
9SS230669,LU运动短裤,LU运动短裤,1,0
ME43FC006,薄纱丝巾,薄纱丝巾,0,1250
ME77FV005,打褶休闲牛仔裤(水洗产品),摩洛哥,119,0
ME21DF039,银灰V领水貂外套,北极雪,5,0
ME34DC003,圆领中袖上衣,舒心套,105,0
9AW2409095,结子羊毛圆领针织开衫,小海螺,38,0
ME09DW065,丝羊绒半开襟针织套衫,冬日暖茶,234,0
ME10DC067,粗体SloganT,粗体SloganT,175,0
9SS2405145,休闲长裤,DuangDuang裤,22,0
9SS2409167,简约针织半裙,简约针织半裙,79,0
MD11DC098,钉珠针织背心,约会套,140,0
ME14DW037,格纹针织大衣,像素格,116,0
ME14DF090,牛角扣短款大衣,松果黑巧,72,0
ME07DC001,开衩半裙,舒心套,51,0
ME14DW071,小立领外套,松果黑巧,41,0
ME04BW006,蓝格小香马甲,边际线,1,0
9SS2409271,小香迷你格纹半裙,小香迷你格纹半裙,3,0
9AW2417031,条纹衬衫,斜塔衬衫,3,0
9SS2407081,折裥半身裙,折裥半身裙,32,0
9SS2405052,长款运动瑜伽裤,长款运动瑜伽裤,14,0
ME07DF019,miu系丝毛短裙,黑晶系列,11,0
9SS2409205,小香迷你格纹开衫,小香迷你格纹开衫,0,0
ME15DC052,钉珠短外套,黑晶系列,27,0
92211111,经典款收腰小百褶裙,经典款收腰小百褶裙,14,0
9SS2409238,亮丝v领小背心,亮丝v领小背心,2,0
ME16DF024,森呼吸猎装夹克 皮版,森呼吸皮衣,45,0
9SS2409245,亮丝v领针织上衣,小星星,10,0
9SS2405033,条纹长裤,条纹长裤,4,0
9SS2377056,闪钻阔腿牛仔裤,闪钻阔腿牛仔裤,16,0
ME20DF001,短款小香外套,青柠小香,67,0
MD13DW008,运动羽绒外套,雪绒堡,152,0
ME20BW027,彩糖珠小香外套,彩糖珠,14,0
9AW2417033,羊毛衬衫,羊毛衬衫,30,0
9AW2409059,针织羊毛连帽拉链打底衫,调色师连帽版,11,0
9AW2301069,无领小西装,无领小西装,13,0
ME77FV009,烫钻流星牛仔裤(水洗产品),星芒牛仔,126,83
9AW2404002,直身系带马甲,艾米丽,30,0
9AW2407023,短款修身半裙,艾米丽,16,0
9SS2406058,舒适短裤,舒适短裤,93,0
ME10DC054,圆领T恤,麻小T素色版,157,0
9SS2401041,戗驳领双排扣短外套,戗驳领双排扣短外套,8,0
ME10DW025,绣花logoT恤,小马T,445,0
9AW2401026,可拆卸连帽羊毛针织休闲西装,布拉格,69,0
ME14DF004,针织翻领双门襟落肩大衣,贝拉大衣,115,0
ME07DF035,渔网钻钻半裙,钻钻裙,215,0
ME20BW017,小香风泰迪大衣,黑珍珠,2,0
MD09FV065,镂空条纹肌理宽松针织衫,心动返航,178,0
ME11DV068,V领蕾丝花边针织吊带,小海鸥,97,0
9SS2305070,九分裤,九分裤,12,0
9AW2401018,明线撞色西装,香榭丽舍,73,0
9AW2405037,休闲羊毛针织长裤,布拉格,4,0
9AW2410004,条纹T恤,海魂衫,2,0
ME10DF026,钻钻短袖上衣,钻钻裙,143,0
9SS2377081,marius ”天丝“扎花双眼皮牛仔,marius ”天丝“扎花双眼皮牛仔,2,0
9AW2314030,双排扣衬衫领大衣,双排扣衬衫领大衣,6,0
9SS230957,针织不规则罗纹开衫,针织不规则罗纹开衫,100,0
9SS2301034,醋酸一粒扣西装,醋酸一粒扣西装,22,0
MD28DV003,针织长袖polo衫,糖霜POLO,164,0
9SS220219,两粒扣小宽肩金扣西服,两粒扣小宽肩金扣西服,65,0
9SS2377081-1,marius ”天丝“扎花双眼皮牛仔（长）,marius ”天丝“扎花双眼皮牛仔（长）,5,0
9SS2409168,镂空宽松针织衫,镂空宽松针织衫,28,0
MD09DC019,肌理镂空v领针织开衫,云霄衫,81,0
9SS2409190,polo领绞花上衣,polo领绞花上衣,154,0
ME17DW022,条纹宽松衬衫,航线套,47,0
ME19DF006,闪彩经典小香包,猎户座,12,0
ME15DC034,四袋圆领外套(水洗产品),四袋圆领外套(水洗产品),11,0
ME01DF037,系带西装,歌剧院,19,0
ME15FC020,防晒服外套,防晒服外套,0,495
9SS2409137,雾感金银丝微透T恤,雾感金银丝微透T恤,10,0
MD09DC042,圆领针织长袖套衫,漫游套,213,0
9SS2419010,银色logo开模皮带,银色logo开模皮带,17,0
ME11FC014,蕾丝吊带,马提尼,11,1923
MD09DF073,连帽羊毛针织开衫,慢生活,30,0
9SS2310021,蝙蝠T恤,蝙蝠T恤,2,0
ME06FC021,压褶短裤,压褶短裤,0,340
9SS2407183,压褶花瓣裙,压褶花瓣裙,1,0
9SS2407120,花卉度假蛋糕半裙,花卉度假蛋糕半裙,3,0
ME05DF007,针织灯笼裤,漫游套,193,0
9SS2408077,荷叶领花卉连衣裙,荷叶领花卉连衣裙,59,0
ME27DW004,羊毛撞色拉链外套,舒适区,131,0
9AW2414037,经典花纱鱿鱼大衣,鱿鱼大衣2024,23,0
ME21DW005,小立领皮草外套,宝嘉美,8,0
9SS2409111,无袖流苏针织衫,无袖流苏针织衫,36,0
MD16BW006,猎装中长皮夹克,探陆者/荒野回响,108,0
9SS2409104,三醋酸罗纹长马甲,三醋酸罗纹长马甲,15,0
9AW2312002,半高领运打底,半高领运打底,27,0
9SS2409169,镂空宽松针织背心,镂空宽松针织背心,21,0
ME07DF054,渐变百褶裙,潮汐裙,128,0
ME77DF026,羊绒牛仔小脚裤(水洗产品),羊绒牛仔,7,0
9SS2419011,银色H型五金皮带,银色H型五金皮带,0,0
MD05DF064,羊毛针织长裤,慢生活,39,0
ME05FC040,压褶长裤,压褶长裤,0,360
ME20DF027,V领四贴袋小香外套,粉墨佳人,42,0
ME07DW059,轻暖松紧腰半裙,舒适区,171,0
9SS2409171,绞花丝棉半裙,绞花丝棉半裙,55,0
ME07DW061,条纹直筒半裙,航线套,8,0
9SS2409112,流苏针织半裙,流苏针织半裙,3,0
ME07FV027,伞摆半裙,歌剧院,48,0
9AW2315063,圆领短款外套,人手一件,1,0
9SS2309200,短款松弛小开衫,短款松弛小开衫,18,0
9SS2417136,花苞上衣,花苞上衣,0,0
9SS2411065,花卉度假抹胸上衣,花卉度假抹胸上衣,7,0
ME77DF029,毛边锥裤(水洗产品),解压裤,38,0
ME08DC067,背带裙,游乐园,189,0
ME19DF003,双环皮带,双环皮带,1,0
ME07BW017,松弛感暖暖长半裙,小锦鲤,12,0
ME21DF021,圆领皮草外套,琉璃之境,6,0
ME15BW014,钉珠斗篷,钉珠斗篷,0,0
ME12DF025,高领套头卫衣,老友记,138,0
9SS2415028,两粒扣直身西装,两粒扣直身西装,44,0
ME42DW009,毛毛皮鞋,毛毛皮鞋,76,0
9SS2415074,光泽感防晒外套,光泽感防晒外套,15,0
ME15BW041,翻领香香外套,白桦林,11,0
9AW2405053,9分靴裤,小香靴裤,36,0
9AW2414017,茧型建筑大衣,建筑大师（拼皮）,12,0
ME04DC012,蓬松半裙,玫瑰速写,75,0
MD09DF019,圆领丝羊绒珠片针织开衫,小松膏,20,0
ME16DF036,双排扣风衣外套,古着皮衣,46,0
9SS2308034,V领直身百褶连衣裙,V领直身百褶连衣裙,60,0
9SS2417051,真丝V领衬衫,真丝V领衬衫,4,0
9AW2405048,7分靴裤,小香靴裤,30,0
9AW2414025,夹克式茧型大衣,蛋形大衣（不拼皮）,50,0
ME15BW030,钉珠外套,钉珠外套,16,0
MD09DV112,撞色边针织短裤,夹心套,175,0
9AW2309092,针织鹅绒面包服,菠萝包,36,0
9SS2407022,运动感撞色罗纹抽绳半裙,运动感撞色罗纹抽绳半裙,59,0
9SS2415021,轻薄拉链天然麻防晒外套,轻薄拉链天然麻防晒外套,33,0
MD04DV021,绣花国风马甲,锦绣春,24,0
MD09DV110,撞色边针织连帽开衫,夹心套,132,0
9AW2301028,无领侧缝口袋西装,比弗利进阶,21,0
MD09DC098,丝羊绒珠片圆领针织套衫,小松膏,35,0
9AW2301010,双排扣灯芯绒西装,双排扣灯芯绒西装,4,0
ME05DW056,字母印花裤,老友记,125,0
9AW2305008,抽绳灯芯绒阔腿裤,剑桥,42,0
9SS2309036,超细马海套头,云朵,49,0
9AW2305039,羊毛阔腿裤,比弗利进阶,20,0
ME04DV004,直身系带马甲,红茶套,13,0
9AW2304005,四袋单排扣马甲,四袋单排扣马甲,0,0
9AW2305045,中腰9分直筒微喇裤,5色皮裤,27,0
9SS2420029,中长款小香半裙,中长款小香半裙,16,0
ME05DF049,老钱感直筒裤,权力西裤,6,0
9SS2407147,香风直筒长半裙,香风直筒长半裙,21,0
9SS2406039,光泽感抽绳休闲短裤,光泽感抽绳休闲短裤,4,0
ME05DV025,纸袋腰抽绳短裤,红茶套,70,0
9SS2308006,黑白拼接方领连衣裙,黑白拼接方领连衣裙,29,0
9SS2420043,优雅香风系带开衫,优雅香风系带开衫,41,0
9SS2420028,圆弧下摆小香马甲,圆弧下摆小香马甲,34,0
9SS2418015,三粒扣长款西装外套,三粒扣长款西装外套,8,0
9AW2405020,9分小锥裤,格雷,17,0
ME11FV023,丝绵圆领针织背心,第五季,7,0
ME10BF003,借缝T恤,借缝T恤,34,0
9SS2408096,圆领泡泡袖蛋糕裙,圆领泡泡袖蛋糕裙,5,0
9SS2406040,松紧腰短裤,多肉葡萄,83,0
MD09DC071,彩色肌理条纹针织开衫,彩虹条,45,0
ME07DW036,皮腰带百褶半裙,风琴半裙,6,0
ME09FV022,圆领短袖针织衫,第五季,146,0
ME17FC014,V领印花衬衫,V领印花衬衫,0,350
ME15DF021,蝙蝠松紧夹克,小松鼠,222,0
9SS210511,羊毛商务锥形小脚裤,羊毛商务锥形小脚裤,0,0
ME21BW006,珍珠水貂拉链短夹克,白月光,11,0
9SS2417118,西装领贴袋衬衫,多肉葡萄,33,0
MD09DF035,针织条纹polo衫,小海员,46,0
ME11DC031,飘带背心,飘带背心,363,0
9SS2305113,喇叭裤,喇叭裤,0,0
MD28DV004,条纹针织polo衫,小海员,39,0
9SS2409140,V领松弛感落肩针织衫,V领松弛感落肩针织衫,32,0
ME11DC015,勺领背心,晚风套,49,0
MD09DC008,圆领针织长袖,静素衫,32,0
MD09DF135,圆领菱格针织套衫,圆领菱格针织套衫,26,0
ME42FC004,平底芭蕾鞋,平底芭蕾鞋,93,4
ME09FV044,丝棉圆领针织开衫,第五季,449,0
9AW2421001,托斯卡纳直毛立领短装,水蜜桃,14,0
MD09DW096,牦牛绒羊毛高领针织衫,编织糖霜,30,0
9AW210909,V领圈圈纱背心,V领圈圈纱背心,3,0
9AW2418006,夹棉插肩袖斗篷风衣,82拉菲,24,0
9SS2408084,轻盈塔克连衣裙,琉璃,71,0
9SS2416014,一手长绒绒风衣,探险家,67,0
ME13DF020,菱形格羽绒服,华夫饼/松间,1,0
MD20DF017,柴尔德小香外套,克洛里斯,14,0
9SS2415077,系带开衫外套,琉璃,61,0
ME14BW070,圆领羊绒大衣(附腰带),Baby蓝大衣,5,0
9AW2318003,醋酸六粒扣风衣,醋酸六粒扣风衣,15,0
ME07FC028,A摆印花半裙,A摆印花半裙,0,250
ME05DC079,抽绳双褶裤,晚风套,16,0
ME09DW064,强缩羊毛针织开衫,黑天鹅,160,0
9SS2415051,压胶户外外套,硬壳,130,0
MD09DC044,彩色肌理条纹针织套衫,彩虹条,0,0
MD04DF009,丝羊毛针织吊带,小奶酪,58,0
9SS2319017,珍珠胸针,珍珠胸针,0,0
MD09BW048,绞花针织帽,绞花针织帽,4,0
9AW2406006,五分粗花呢裤,五分粗花呢裤,0,0
9SS2416012,短夹克皮衣,可颂,26,0
9SS2409089,马海毛长袖套衫,马海毛长袖套衫,40,0
9SS2410019,宽松中袖T恤,棉花糖,23,0
9AW2419023,粗花呢爱心胸针,粗花呢爱心胸针,7,0
9SS2415104,短款外套,短款外套,12,0
MD09DC059,进口亚麻微闪v领短袖套衫,微闪T,15,0
9SS2408146,丝毛连衣裙,丝毛连衣裙,21,0
9SS2409163,香风亮丝圆领针织半裙,香风亮丝圆领针织半裙,32,0
9SS2411028,牙刷绣花背心,牙刷绣花背心,35,0
MD09DF054,花纱浮线小香针织开衫,雪浪小香,114,0
ME77DC028,闪闪牛仔裤(水洗产品),钻钻裤,2,0
9AW2409087,小香撞色针织开衫,小妲己,5,0
ME01BW005,菠萝纹西装,伯明翰,110,0
MD09DV036,进口毛绒针织马甲,玛奇朵,44,0
9SS2409283,撞色小香长马甲,撞色小香长马甲,45,0
ME77DF032,直筒牛仔裤(水洗产品),画报裤,19,0
9SS2409162,香风亮丝圆领针织马甲,香风亮丝圆领针织马甲,0,0
9SS2409288,条纹polo领针织上衣,miu风POLO,6,0
ME09DW012,字母针织夹克,宣言夹克,115,0
ME10DW027,圆领长袖T恤,云雾T/咩咩衫,35,0
9AW2414035,海军大衣,海军大衣,18,0
9AW2416003,拆卸皮衣外套,舒克,8,0
ME01FV009,猎装贴袋西装,赏金客,26,0
9AW2409085,小香吊脖马甲,小妲己,19,0
9SS230164,春款垂感西装,普罗旺斯,30,0
MD09DF018,V领丝羊毛针织开衫,小奶酪,48,0
ME05BW005,菠萝纹高腰裤,伯明翰,69,0
92222401,微弹基础T恤,微弹基础T恤,73,0
9SS2409340,早秋抽条针织长半裙,早秋抽条针织长半裙,26,0
ME25FC007,直筒九分裤,直筒九分裤,0,100
9SS220623,金扣牛仔裤,金扣牛仔裤,4,0
9SS2405150,打揽长裤,小冰箱,28,0
9SS2417143,荷叶边落肩衬衫,荷叶边落肩衬衫,23,0
ME19DF002,真皮腰带,真皮腰带,0,0
9SS2409292,v领菱形格镂空订钻开衫,百克拉,0,0
9SS2410052,短袖荡领上衣,小冰箱,21,0
ME01DW028,H型合肩西装,H型合肩西装,17,0
ME16DF022,马甲 皮版,流浪系列,29,0
ME20DF025,短款小香外套,雪顶蓝莓,22,0
9SS2409339,早秋抽条针织打底衫,早秋抽条针织打底衫,20,0
9SS231727,长袖克夫衬衫,长袖克夫衬衫,13,0
9AW2314131,A摆大衣,牛角扣,36,0
9SS2309036,超细马海套头,云朵,49,0
9AW2309182,肌理圈圈纱开衫,肌理圈圈纱开衫,33,0
9SS2309030,针织马海毛开衫,针织马海毛开衫,23,0
ME13DV003,编织羽绒背心,黑豆腐,85,0
ME25DF021,长直筒西裤,长直筒西裤,23,0
9SS2409061,镂空花朵开衫,镂空花朵开衫,3,0
ME04FC011,收腰V领小马甲,收腰V领小马甲,0,50
9SS2407211,丝毛半裙,丝毛半裙,1,0
ME14BW031,粗人字纹侧翻领小香大衣,粗人字纹侧翻领小香大衣,28,0
9SS2409287,挂脖菱形格镂空订钻背心,百克拉,8,0
9SS2409291,圆领宽松针织上衣,圆领宽松针织上衣,2,0
ME19BW021,泰迪包包,泰迪包包,14,0
9SS2301041,系带西装,哥本哈根,11,0
9SS230128,V领粉蓝西装外套,V领粉蓝西装外套,4,0
ME16DF019,流浪诗人皮衣版,流浪系列,41,0
9AW2415028,翻领棉服外套,奥利奥,2,0
9AW2319033,毛毛鞋,毛毛鞋,70,0
9SS2407162,晕染伞裙,晕染伞裙,73,0
ME01FC017,六粒扣西装,六粒扣西装,0,100
9SS2408156,无袖中长连衣裙,小冰箱,33,0
9AW2420027,香风复古格纹外套,格纹小香,3,0
9SS2318118,牛仔风衣,牛仔风衣,18,0
9SS2405104,褶裥阔腿长裤,褶裥阔腿长裤,25,0
ME04DW015,V领小马甲,V领小马甲,28,0
ME10DV020,小白T,小白T,27,0
ME16DF021,中裤 皮,流浪系列,5,0
9AW201331,拼接针织短款压褶羽绒服,拼接针织短款压褶羽绒服,4,0
9SS2409241,波浪条纹长罩衫,波浪条纹长罩衫,0,0
ME14DW057,双面呢中长款简约大衣,墨尔本大衣 /肯豆大衣,15,0
ME25FV006,锥形西裤,拼小皮,19,0
ME11DC092,波点吊带,波点三件套,213,0
9SS221082,撞色圆领条纹T恤,撞色圆领条纹T恤,5,0
ME14DW031,暖暖大衣,蒙奇大衣,74,0
9AW2305061,分割线小脚裤,肯豆卫衣,26,0
ME05DC003,松弛波点八分空气裤,波点三件套,186,0
9SS2417186,基础直身衬衫（白）,基础直身衬衫（白）,1,0
ME19DW021,绞花针织帽,抹茶套,67,0
ME05FV004,拼皮直筒裤,拼小皮,29,0
9SS221083,无袖字母T恤,无袖字母T恤,18,0
ME14DW073,暖暖大衣,蒙奇大衣,281,0
MD09DV128,织带边针织开衫,六月雪,32,0
MD09BW030,V领假两件套衫,漫画家,86,0
9SS2417183,基础直身衬衫,基础直身衬衫,2,0
ME10DF005,圆领长袖T,无忧T,3,0
9AW2305052,9分喇叭裤,9分喇叭裤,52,0
ME05DC089,波点短裤,波点三件套,175,0
MD19DV004,针织长筒袜,针织长筒袜,67,0
9SS2409226,波浪条纹长开衫,波浪条纹长开衫,0,0
9SS2417087,灯笼袖上衣,灯笼袖上衣,38,0
MD09DV026,领边装饰针织开衫,小山茶,32,0
ME20DC016,小香马甲,西红柿炒蛋,28,0
MD09DV122,织带边针织背心,六月雪,12,0
MD77BW011,锥型小脚牛仔裤(水洗产品),加绒小脚牛仔裤,0,0
MD77FC025,散边直筒阔腿牛仔裤(水洗产品),散步牛,61,6
9SS2316008,腰带中长皮衣,腰带中长皮衣,7,0
ME21DF029,水貂V领马甲,灰屿马甲,11,0
9SS2408051,立体剪裁分割连衣裙,奥黛丽,26,0
ME07DF056,蕾丝长半裙,夜迷离,75,0
MD09DV027,领边装饰针织背心,小山茶,18,0
9AW2309060,针织收腰半身裙,针织收腰半身裙,30,0
ME05DV096,休闲短裤,春游短裤,155,0
ME05BW019,丝绒长裤,瘦瘦裤-丝绒,0,0
9SS231121,垫肩无袖,垫肩无袖,6,0
ME09FC035,进口亚麻肌理条纹针织衫,进口亚麻肌理条纹针织衫,0,1260
9AW2312010,连帽分割线卫衣,肯豆卫衣,37,0
9AW2414010,休闲感双面尼工装大衣,起航风衣,33,0
9SS2406017,贴袋工装短裤,贴袋工装短裤,42,0
9AW2377008,Marius 开叉修身弹力裤,Marius 开叉修身弹力裤,0,0
9AW2309057,针织箱型收摆套衫,针织箱型收摆套衫,1,0
9AW2405060,斜塔西裤,斜塔西裤,2,0
MD09BW029,V领假两件开衫,漫画家,0,0
ME11DV072,设计感荡领小衫,月下白茶,123,238
ME09DW053,夹花毛绒圆领针织套衫,抹茶套,126,0
MD21DW038,宝嘉美皮草马甲,宝嘉美,7,0
ME18DC004,插肩袖风衣,上东区,62,0
9SS230575,小脚牛仔裤,小脚牛仔裤,16,0
ME20DC031,休闲工装小香马甲,珊瑚马甲,0,0
9SS2420055,夹克小香外套,莫妮卡,5,0
ME34FC012,铜氨飘领门襟外套,铜氨飘领门襟外套,0,150
ME05BW088,灰条纹长裤（如意）,阿曼达,67,0
